scaffold,coverage
NODE_560_length_1851_cov_3.096325,4.041152477
NODE_561_length_1851_cov_2.762806,3.699000597
NODE_562_length_1851_cov_2.359688,3.135214567
NODE_563_length_1850_cov_2.875766,3.862941265
NODE_564_length_1849_cov_1.624861,2.072984219
NODE_565_length_1848_cov_3.215282,4.156654835
NODE_566_length_1846_cov_3.023451,3.939858437
NODE_567_length_1844_cov_2.955282,3.593270302
NODE_568_length_1843_cov_2.404922,3.03071475
NODE_569_length_1840_cov_2.602801,3.408875704
NODE_570_length_1839_cov_2.885090,3.687388897
NODE_571_length_1834_cov_2.826869,3.826009512
NODE_572_length_1833_cov_3.211474,4.265597343
NODE_573_length_1829_cov_2.528749,3.375818968
NODE_574_length_1829_cov_2.521421,3.31804657
NODE_575_length_1828_cov_1.983644,2.675804615
NODE_576_length_1824_cov_2.477671,3.410394192
NODE_577_length_1824_cov_2.360090,3.108124256
NODE_578_length_1823_cov_2.916855,3.924686193
NODE_579_length_1820_cov_2.866856,3.753892183
NODE_580_length_1818_cov_3.197391,4.148681164
NODE_581_length_1818_cov_1.542825,2.127697945
NODE_582_length_1817_cov_1.931328,2.533893108
NODE_583_length_1815_cov_2.302841,3.069669724
NODE_584_length_1814_cov_2.096646,2.660456657
NODE_585_length_1812_cov_2.104155,2.732851982
NODE_586_length_1811_cov_1.706720,2.279349804
NODE_587_length_1809_cov_2.367731,3.112115622
NODE_588_length_1804_cov_177.282447,216.1559906
NODE_589_length_1801_cov_2.711340,3.683827877
NODE_590_length_1801_cov_2.442153,3.269533634
NODE_591_length_1799_cov_2.130734,2.829593658
NODE_592_length_1798_cov_1.669535,2.176577568
NODE_593_length_1798_cov_1.595525,2.132281542
NODE_594_length_1797_cov_2.075775,2.918032885
NODE_595_length_1793_cov_3.613924,4.937309742
NODE_596_length_1792_cov_2.846862,3.766747952
NODE_597_length_1791_cov_2.855991,3.733089685
NODE_598_length_1787_cov_3.765012,5.19914484
NODE_599_length_1786_cov_2.788562,3.904645443
NODE_600_length_1786_cov_1.799538,2.312958479
NODE_601_length_1785_cov_2.630058,3.459327221
NODE_602_length_1785_cov_1.764740,2.159021378
NODE_603_length_1784_cov_2.192019,2.946144342
NODE_604_length_1783_cov_3.594329,4.779546738
NODE_605_length_1783_cov_2.917824,3.82853651
NODE_606_length_1783_cov_2.612847,3.492345333
NODE_607_length_1781_cov_1.370220,1.893316984
NODE_608_length_1779_cov_3.647912,4.845304012
NODE_609_length_1779_cov_1.613689,2.127071857
NODE_610_length_1776_cov_2.438698,3.200491905
NODE_611_length_1772_cov_3.598136,4.546855927
NODE_612_length_1772_cov_2.973209,3.956226826
NODE_613_length_1771_cov_2.986014,3.971622467
NODE_614_length_1767_cov_9.292640,8.919604301
NODE_615_length_1767_cov_1.491238,1.965367913
NODE_616_length_1766_cov_3.585622,4.70235157
NODE_617_length_1765_cov_1.928655,2.481733799
NODE_618_length_1762_cov_2.956063,4.024193764
NODE_619_length_1762_cov_1.888108,2.5210917
NODE_620_length_1760_cov_2.417595,3.03726697
NODE_621_length_1758_cov_2.897240,3.695895433
NODE_622_length_1758_cov_2.006459,2.713308573
NODE_623_length_1758_cov_1.596594,2.190298557
NODE_624_length_1757_cov_4.361927,5.774735451
NODE_625_length_1757_cov_2.464160,3.436838865
NODE_626_length_1756_cov_3.206349,4.244084835
NODE_627_length_1756_cov_1.715461,2.216687441
NODE_628_length_1748_cov_1.447726,1.90488112
NODE_629_length_1747_cov_2.118794,2.671258688
NODE_630_length_1746_cov_2.731520,3.613408566
NODE_631_length_1746_cov_2.682436,3.615288258
NODE_632_length_1744_cov_1.516874,2.095984936
NODE_633_length_1742_cov_2.900415,3.927135706
NODE_634_length_1741_cov_1.610320,2.155876875
NODE_635_length_1739_cov_1.264846,1.626809359
NODE_636_length_1737_cov_2.782402,3.592942715
NODE_637_length_1734_cov_2.413937,3.181818247
NODE_638_length_1732_cov_2.601073,3.436788797
NODE_639_length_1731_cov_3.095465,4.108791828
NODE_640_length_1730_cov_2.629254,3.396202564
NODE_641_length_1728_cov_2.602510,3.475285053
NODE_642_length_1728_cov_2.359235,3.173003912
NODE_643_length_1728_cov_2.020323,2.510139465
NODE_644_length_1726_cov_2.911430,3.824238539
NODE_645_length_1723_cov_2.074341,2.84297514
NODE_646_length_1722_cov_2.840432,3.835241795
NODE_647_length_1721_cov_2.451981,3.535327911
NODE_648_length_1720_cov_2.442042,3.112738848
NODE_649_length_1718_cov_2.106434,2.731505156
NODE_650_length_1714_cov_23.761905,27.81905365
NODE_651_length_1711_cov_3.326087,4.485586166
NODE_652_length_1710_cov_3.269486,4.313461304
NODE_653_length_1710_cov_1.835045,2.362179518
NODE_654_length_1708_cov_4.068966,5.433247566
NODE_655_length_1708_cov_3.163944,4.208600998
NODE_656_length_1703_cov_1.705097,2.279459
NODE_657_length_1702_cov_1.652095,2.152706146
NODE_658_length_1701_cov_2.202916,3.02643466
NODE_659_length_1701_cov_1.959295,2.621534586
NODE_660_length_1700_cov_1.623100,2.150322676
NODE_661_length_1699_cov_1.994526,2.600387335
NODE_662_length_1698_cov_3.027998,4.0639534
NODE_663_length_1697_cov_2.571864,3.41952157
NODE_664_length_1696_cov_2.889701,3.844760656
NODE_665_length_1694_cov_2.206223,2.774611473
NODE_666_length_1693_cov_2.952991,3.975372553
NODE_667_length_1693_cov_2.428571,3.122488737
NODE_668_length_1691_cov_2.301956,2.970149279
NODE_669_length_1691_cov_2.231663,2.829980612
NODE_670_length_1688_cov_1.737906,2.175552607
NODE_671_length_1685_cov_2.171779,2.876873016
NODE_672_length_1684_cov_2.279926,3.063885212
NODE_673_length_1683_cov_3.804668,5.119373798
NODE_674_length_1683_cov_2.872850,3.918460608
NODE_675_length_1683_cov_2.675061,3.604044437
NODE_676_length_1683_cov_2.513514,3.288323641
NODE_677_length_1682_cov_2.484942,3.238903284
NODE_678_length_1682_cov_2.465888,3.419059992
NODE_679_length_1676_cov_2.165947,3.129750967
NODE_680_length_1675_cov_1.979630,2.724590063
NODE_681_length_1674_cov_2.637431,3.49737525
NODE_682_length_1672_cov_5.784168,6.589355946
NODE_683_length_1671_cov_2.012995,2.490466833
NODE_684_length_1667_cov_4.644541,5.974291325
NODE_685_length_1665_cov_2.963354,3.968976974
NODE_686_length_1664_cov_2.174021,2.824306488
NODE_687_length_1660_cov_3.514019,4.653642178
NODE_688_length_1658_cov_5.986276,7.165782452
NODE_689_length_1658_cov_2.134124,2.771883249
NODE_690_length_1657_cov_1.726592,2.33842063
NODE_691_length_1656_cov_2.787633,3.550464869
NODE_692_length_1652_cov_3.755166,4.542609692
NODE_693_length_1651_cov_10.869048,13.2731514
NODE_694_length_1651_cov_3.355890,4.420386314
NODE_695_length_1651_cov_2.433584,3.177215099
NODE_696_length_1649_cov_1.890213,2.581053972
NODE_697_length_1647_cov_1.643216,2.229792833
NODE_698_length_1647_cov_1.342965,1.729458928
NODE_699_length_1645_cov_4.026415,5.392642021
NODE_700_length_1644_cov_3.181246,4.312583447
NODE_701_length_1644_cov_1.943361,2.522088289
NODE_702_length_1641_cov_2.821564,3.744466782
NODE_703_length_1640_cov_2.793691,3.281879187
NODE_704_length_1638_cov_2.056222,2.731182814
NODE_705_length_1634_cov_3.162128,4.012803078
NODE_706_length_1632_cov_3.513633,4.57827282
NODE_707_length_1630_cov_1.938413,2.555405378
NODE_708_length_1629_cov_2.787802,3.543610573
NODE_709_length_1629_cov_1.980305,2.638269186
NODE_710_length_1628_cov_3.748252,5.244925499
NODE_711_length_1625_cov_3.101911,4.124745846
NODE_712_length_1623_cov_3.918367,4.735913277
NODE_713_length_1622_cov_2.549458,3.471467495
NODE_714_length_1621_cov_3.381865,4.777022362
NODE_715_length_1619_cov_2.563939,3.405037403
NODE_716_length_1618_cov_2.406910,3.094686747
NODE_717_length_1617_cov_96.522407,114.6584854
NODE_718_length_1617_cov_3.051857,3.939332008
NODE_719_length_1616_cov_2.549007,3.595497847
NODE_720_length_1615_cov_3.484615,4.539248943
NODE_721_length_1614_cov_1.913406,2.532786846
NODE_722_length_1610_cov_3.211576,4.269863129
NODE_723_length_1609_cov_5.097812,6.228923798
NODE_724_length_1607_cov_2.992912,4.041180611
NODE_725_length_1604_cov_2.487411,3.240027428
NODE_726_length_1604_cov_2.060039,2.788170576
NODE_727_length_1604_cov_2.052937,3.134800434
NODE_728_length_1603_cov_2.637597,3.629731655
NODE_729_length_1603_cov_1.638243,2.196834087
NODE_730_length_1602_cov_3.499030,4.35399437
NODE_731_length_1602_cov_1.806076,2.442837477
NODE_732_length_1602_cov_1.744021,2.305096388
NODE_733_length_1600_cov_2.256958,2.910344839
NODE_734_length_1600_cov_2.229126,2.954482794
NODE_735_length_1599_cov_1.478627,1.959972382
NODE_736_length_1598_cov_2.613091,3.5
NODE_737_length_1597_cov_2.517510,3.391154051
NODE_738_length_1597_cov_2.282101,2.986178398
NODE_739_length_1597_cov_1.498054,1.966136813
NODE_740_length_1597_cov_1.496109,1.947477579
NODE_741_length_1596_cov_2.093446,2.818810463
NODE_742_length_1595_cov_2.224675,3.033217907
NODE_743_length_1594_cov_2.729695,3.65581727
NODE_744_length_1594_cov_1.765432,2.299861431
NODE_745_length_1593_cov_2.178804,3.038808107
NODE_746_length_1592_cov_1.795055,2.459084511
NODE_747_length_1591_cov_2.619792,3.454545498
NODE_748_length_1591_cov_1.933594,2.644691229
NODE_749_length_1591_cov_1.722656,2.267869473
NODE_750_length_1590_cov_2.330945,3.134027719
NODE_751_length_1589_cov_1.878748,2.492008448
NODE_752_length_1589_cov_1.772490,2.320361376
NODE_753_length_1588_cov_3.090020,3.987482548
NODE_754_length_1588_cov_1.395303,1.771209955
NODE_755_length_1586_cov_3.089484,4.221448421
NODE_756_length_1586_cov_1.440888,1.944289684
NODE_757_length_1584_cov_2.846305,3.880055904
NODE_758_length_1584_cov_1.866579,2.250348568
NODE_759_length_1583_cov_2.372382,3.139567375
NODE_760_length_1583_cov_2.153141,2.869504452
NODE_761_length_1582_cov_2.269155,3.064245701
NODE_762_length_1581_cov_1.929227,2.487770796
NODE_763_length_1579_cov_2.410761,3.209937096
NODE_764_length_1578_cov_2.499672,3.331232548
NODE_765_length_1577_cov_2.784494,3.669236183
NODE_766_length_1573_cov_1.756258,2.34855938
NODE_767_length_1573_cov_1.713439,2.256500244
NODE_768_length_1572_cov_2.435728,3.177918434
NODE_769_length_1571_cov_3.529683,4.796622276
NODE_770_length_1571_cov_2.414248,3.347642422
NODE_771_length_1571_cov_2.271108,2.991555214
NODE_772_length_1571_cov_1.796174,2.315974712
NODE_773_length_1570_cov_1.638944,2.126056433
NODE_774_length_1569_cov_2.339498,2.989429235
NODE_775_length_1569_cov_1.949141,2.613812447
NODE_776_length_1568_cov_2.288830,3.105077505
NODE_777_length_1567_cov_3.222222,3.753705025
NODE_778_length_1567_cov_2.972884,4.054340363
NODE_779_length_1567_cov_2.048280,2.700776339
NODE_780_length_1566_cov_1.803441,2.362288237
NODE_781_length_1566_cov_1.373263,1.786723137
NODE_782_length_1565_cov_2.101325,2.785159111
NODE_783_length_1564_cov_2.239894,3.061527491
NODE_784_length_1563_cov_1.657825,2.183297873
NODE_785_length_1562_cov_2.211015,3.18909359
NODE_786_length_1561_cov_2.452855,3.224663258
NODE_787_length_1559_cov_2.793218,3.589780092
NODE_788_length_1559_cov_2.304521,2.941092968
NODE_789_length_1557_cov_2.597204,3.491826534
NODE_790_length_1553_cov_2.324433,2.992159605
NODE_791_length_1552_cov_1.521042,2.124108315
NODE_792_length_1551_cov_2.534759,3.355460405
NODE_793_length_1549_cov_4.023427,5.412437439
NODE_794_length_1548_cov_2.306765,3.064377785
NODE_795_length_1548_cov_1.634963,2.182403326
NODE_796_length_1547_cov_1.768097,2.372226238
NODE_797_length_1545_cov_1.922819,2.493906736
NODE_798_length_1544_cov_2.089322,2.535867929
NODE_799_length_1540_cov_2.189899,2.818705082
NODE_800_length_1540_cov_1.930640,2.587050438
NODE_801_length_1540_cov_1.759596,2.561151028
NODE_802_length_1539_cov_2.342992,3.060475111
NODE_803_length_1539_cov_1.665094,2.222462177
NODE_804_length_1538_cov_1.835469,2.365273714
NODE_805_length_1535_cov_2.564189,3.393501759
NODE_806_length_1534_cov_2.021636,2.712427855
NODE_807_length_1528_cov_2.304141,2.920174122
NODE_808_length_1528_cov_2.051595,2.671988487
NODE_809_length_1528_cov_1.708079,2.320754766
NODE_810_length_1526_cov_2.806254,3.51453495
NODE_811_length_1524_cov_2.326753,2.930130959
NODE_812_length_1524_cov_2.311096,3.09243083
NODE_813_length_1522_cov_2.860941,3.771136999
NODE_814_length_1521_cov_1.806958,2.253829241
NODE_815_length_1520_cov_1.677133,2.28686142
NODE_816_length_1519_cov_1.536202,2.02994895
NODE_817_length_1518_cov_2.004785,2.671052694
NODE_818_length_1518_cov_1.702666,2.073830366
NODE_819_length_1517_cov_2.758550,3.710314512
NODE_820_length_1517_cov_2.258550,2.958302736
NODE_821_length_1517_cov_1.835841,2.416971445
NODE_822_length_1513_cov_2.853224,3.911958933
NODE_823_length_1513_cov_2.130316,2.630227327
NODE_824_length_1512_cov_2.220316,2.5558002
NODE_825_length_1511_cov_1.554945,2.071271181
NODE_826_length_1510_cov_2.651546,3.512500048
NODE_827_length_1510_cov_2.005498,2.603676558
NODE_828_length_1510_cov_1.920275,2.546323538
NODE_829_length_1508_cov_1.606332,2.094256163
NODE_830_length_1506_cov_1.599586,2.143805265
NODE_831_length_1504_cov_2.104210,2.795420885
NODE_832_length_1504_cov_1.809524,2.391432762
NODE_833_length_1504_cov_1.488613,1.895125508
NODE_834_length_1503_cov_3.087017,3.869179487
NODE_835_length_1502_cov_1.876296,2.429733753
NODE_836_length_1502_cov_1.855563,2.252218962
